leader,leader_name,follower,follower_name,k*,|d|,d_orig,overlap_days
sse/880082,sse/880082 板块趋势,sse/880774,sse/880774 昨日首板,28,0.1096763253029616,-0.1096763253029616,1058
sse/880399,sse/880399 家居用品,sse/880886,sse/880886 昨日较强,60,0.10958502542830285,0.10958502542830285,2128
sse/880367,sse/880367 纺织服饰,sse/880786,sse/880786 海外业务,42,0.10923207746819197,0.10923207746819197,1648
sse/880787,sse/880787 高商誉,sse/880890,sse/880890 配股预案,57,0.10873735494584913,-0.10873735494584913,1475
sse/880751,sse/880751 昨日跌停,sse/880447,sse/880447 工程机械,29,0.1086600982702469,-0.1086600982702469,1163
sse/880812,sse/880812 昨日连板,sse/880454,sse/880454 水务,55,0.10804866120664713,-0.10804866120664713,1974
sse/880453,sse/880453 公共交通,sse/880497,sse/880497 综合类,49,0.10797851371575196,0.10797851371575196,4750
sse/880875,sse/880875 中小银行,sse/880874,sse/880874 昨曾涨停,43,0.10782879195472339,-0.10782879195472339,2289
sse/880351,sse/880351 矿物制品,sse/880789,sse/880789 昨成交20,59,0.10716761867511275,0.10716761867511275,1354
sse/880779,sse/880779 高融资盘,sse/880782,sse/880782 保险新进,59,0.1071345675123127,0.1071345675123127,1678
sse/880825,sse/880825 预计转亏,sse/880847,sse/880847 行业龙头,41,0.10696241060207368,-0.10696241060207368,940
sse/880825,sse/880825 预计转亏,sse/880490,sse/880490 通信设备,54,0.10688379499120015,-0.10688379499120015,940
sse/880344,sse/880344 建材,sse/880874,sse/880874 昨曾涨停,40,0.10659018845457734,0.10659018845457734,2289
sse/880810,sse/880810 陆股通增,sse/880708,sse/880708 台资背景,58,0.10632508871146235,0.10632508871146235,1313
sse/880811,sse/880811 陆股通减,sse/880455,sse/880455 供气供热,25,0.10631079110060329,-0.10631079110060329,1540
sse/000012,sse/000012 国债指数,sse/880751,sse/880751 昨日跌停,44,0.10622997717751895,0.10622997717751895,1163
sse/880813,sse/880813 重组预案,sse/880886,sse/880886 昨日较强,57,0.10599584016607722,-0.10599584016607722,1967
sse/880620,sse/880620 券商金股,sse/880859,sse/880859 员工持股,51,0.10541150760960905,-0.10541150760960905,1042
sse/880846,sse/880846 破净资产,sse/880751,sse/880751 昨日跌停,42,0.10527749564293679,0.10527749564293679,1163
sse/880400,sse/880400 医药,sse/880786,sse/880786 海外业务,51,0.10520129346877799,0.10520129346877799,1648
sse/880851,sse/880851 已高送转,sse/880874,sse/880874 昨曾涨停,41,0.10515403657545758,0.10515403657545758,2161
sse/880324,sse/880324 有色,sse/880874,sse/880874 昨曾涨停,53,0.10515354166790424,0.10515354166790424,2289
sse/880825,sse/880825 预计转亏,sse/880619,sse/880619 业绩预增,42,0.1040001447667005,0.1040001447667005,669
sse/880708,sse/880708 台资背景,sse/880772,sse/880772 最近闪拉,37,0.10258532628661199,0.10258532628661199,1038
sse/880473,sse/880473 保险,sse/880751,sse/880751 昨日跌停,41,0.1024258913423627,0.1024258913423627,1163
sse/880822,sse/880822 昨收活跃,sse/880874,sse/880874 昨曾涨停,36,0.10028860081067989,-0.10028860081067989,1341
sse/880453,sse/880453 公共交通,sse/880850,sse/880850 定增预案,42,0.10023664437162322,0.10023664437162322,3092
